service_type,service_subtype,district,month,source_system,sla_hours,out_of_hours,accessibility_need,duplicate_signal,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
highways,flooding_or_drainage,Chelmsford,7,case_portal,8,False,False,False,8,4,False,medium,web,flooding or drainage case from case portal; linked case may exist,medium
adult_social_care,equipment_or_adaptation,Basildon,6,case_portal,336,False,False,False,3,0,False,high,in_person,blue badge update; previous contact history needs review,medium
children_services,send_support,Tendring,11,contact_centre,168,False,False,False,0,0,False,high,phone,SEND support delayed; officer should check supporting evidence,low
benefits,overpayment_or_appeal,Colchester,2,contact_centre,336,False,False,False,5,2,True,medium,phone,resident in Colchester reports request for update,medium
highways,permit_or_roadworks,Colchester,10,web_form,4,False,False,False,12,6,False,medium,web,resident in Colchester reports traffic lights failed; resident asks for reasonable adjustment,high
benefits,signposting_to_district,Rochford,7,web_form,24,False,True,False,6,1,True,low,web,resident in Rochford reports urgent cost of living support,medium
highways,winter_or_obstruction,Chelmsford,10,web_form,48,False,False,False,5,0,False,medium,web,carriageway flooding; officer should check supporting evidence,low
adult_social_care,care_package_breakdown,Basildon,8,web_form,8,False,False,False,5,3,True,high,web,hospital discharge risk; previous contact history needs review,high
council_tax,payment_plan,Colchester,3,web_form,120,False,False,False,9,0,True,high,web,payment plan case from web form,medium
adult_social_care,safeguarding_adult,Basildon,11,shared_mailbox,4,False,False,False,8,0,True,high,email,safeguarding adult case from shared mailbox,high
waste,recycling_centre_query,Basildon,5,web_form,72,False,False,False,4,2,False,high,web,fly tipping blocking access; officer should check supporting evidence,low
highways,permit_or_roadworks,Braintree,10,shared_mailbox,240,False,False,False,0,3,False,medium,email,request for inspection update; previous contact history needs review,low
housing,homelessness_prevention,Harlow,12,web_form,8,False,False,False,6,5,False,high,web,homelessness prevention case from web form,high
council_tax,recovery_or_summons,Maldon,5,contact_centre,240,False,False,False,2,0,False,low,phone,resident in Maldon reports single person discount update,low
council_tax,payment_plan,Tendring,12,web_form,48,False,False,False,5,4,False,high,web,discount evidence supplied; previous contact history needs review; resident asks for reasonable adjustment,medium
children_services,school_transport,Colchester,8,shared_mailbox,168,False,False,False,5,1,False,medium,email,resident in Colchester reports school admission query,low
children_services,safeguarding_child,Colchester,3,teams_referral,8,False,False,True,5,4,False,high,in_person,risk of harm; previous contact history needs review,high
housing,no_heating_or_hot_water,Rochford,4,web_form,72,False,False,False,0,1,False,low,web,repair delay; officer should check supporting evidence,medium
benefits,housing_benefit_query,Uttlesford,7,web_form,168,False,False,False,6,0,False,medium,web,change of circumstances form; officer should check supporting evidence,low
adult_social_care,assessment_waiting_list,Chelmsford,2,contact_centre,48,True,False,False,14,0,False,medium,phone,carer is struggling; officer should check supporting evidence,medium
benefits,housing_benefit_query,Epping Forest,3,web_form,120,False,False,False,3,0,True,medium,web,benefit calculation query; previous contact history needs review; resident asks for reasonable adjustment,low
benefits,evidence_request,Colchester,5,web_form,120,False,False,False,5,1,False,medium,web,change of circumstances form; previous contact history needs review,low
benefits,signposting_to_district,Chelmsford,10,shared_mailbox,336,False,False,False,6,2,False,medium,email,benefit calculation query; officer should check supporting evidence; resident asks for reasonable adjustment,low
adult_social_care,blue_badge_or_mobility,Colchester,11,web_form,24,False,False,False,6,5,True,medium,web,resident in Colchester reports hospital discharge risk; resident asks for reasonable adjustment,high
highways,footway_defect,Tendring,7,case_portal,336,False,False,False,12,0,False,high,in_person,roadworks update; officer should check supporting evidence,low
benefits,evidence_request,Harlow,4,web_form,8,False,False,False,1,5,False,medium,web,no money for food; officer should check supporting evidence; resident asks for reasonable adjustment,medium
benefits,cost_of_living_support,Rochford,9,web_form,120,False,False,False,9,3,False,medium,web,evidence already supplied; officer should check supporting evidence,low
children_services,school_admission,Tendring,3,contact_centre,120,False,False,False,0,0,False,high,phone,school admission query; previous contact history needs review,medium
adult_social_care,care_package_breakdown,Tendring,2,contact_centre,48,False,False,False,10,3,True,high,phone,assessment overdue; officer should check supporting evidence,high
adult_social_care,blue_badge_or_mobility,Epping Forest,3,case_portal,240,False,False,False,2,0,False,medium,web,blue badge or mobility case from case portal,low
benefits,housing_benefit_query,Rochford,6,contact_centre,48,False,False,False,14,5,False,low,phone,resident in Rochford reports eviction risk; linked case may exist,high
children_services,send_support,Rochford,3,web_form,336,False,False,False,0,0,False,low,web,general family support question; officer should check supporting evidence,low
council_tax,recovery_or_summons,Rochford,4,shared_mailbox,4,True,False,False,7,1,False,low,email,bailiff letter received; previous contact history needs review; resident asks for reasonable adjustment,medium
adult_social_care,blue_badge_or_mobility,Castle Point,2,contact_centre,168,False,False,False,11,5,False,medium,phone,assessment overdue; previous contact history needs review,medium
housing,routine_repair_update,Chelmsford,4,web_form,48,False,False,False,9,2,True,medium,web,repair delay; previous contact history needs review; linked case may exist,medium
housing,no_heating_or_hot_water,Chelmsford,10,contact_centre,24,False,False,False,8,5,True,high,phone,resident in Chelmsford reports child in household,high
housing,access_to_property,Chelmsford,6,web_form,168,False,False,False,0,4,False,medium,web,repeat repair; previous contact history needs review; resident asks for reasonable adjustment,low
council_tax,bill_query,Braintree,7,contact_centre,48,False,False,False,12,2,True,high,phone,discount evidence supplied; officer should check supporting evidence,high
waste,garden_waste,Tendring,10,case_portal,240,False,False,False,4,2,False,high,web,garden waste case from case portal,low
children_services,adoption_or_fostering,Colchester,11,contact_centre,72,True,True,False,6,4,True,high,phone,resident in Colchester reports school transport issue,high
children_services,send_support,Colchester,9,shared_mailbox,48,False,False,False,2,1,False,medium,email,resident in Colchester reports school transport issue,low
council_tax,payment_plan,Basildon,9,case_portal,4,False,False,False,4,2,False,high,web,summons received; previous contact history needs review; resident asks for reasonable adjustment,low
waste,missed_collection,Chelmsford,9,shared_mailbox,120,False,False,False,0,0,False,medium,email,resident in Chelmsford reports missed collection repeated,low
waste,fly_tipping,Colchester,4,shared_mailbox,48,False,True,False,2,5,True,medium,email,fly tipping blocking access; officer should check supporting evidence,medium
waste,fly_tipping,Colchester,3,web_form,120,False,False,False,8,1,False,medium,web,resident in Colchester reports container request,low
waste,garden_waste,Castle Point,4,shared_mailbox,24,False,False,False,0,2,False,medium,email,garden waste case from shared mailbox,low
highways,footway_defect,Harlow,7,shared_mailbox,8,False,False,False,3,3,False,high,email,unsafe road defect near school; previous contact history needs review,medium
waste,recycling_centre_query,Basildon,9,case_portal,48,False,False,False,6,2,False,high,web,fly tipping blocking access; officer should check supporting evidence,low
council_tax,discount_or_exemption,Braintree,8,shared_mailbox,4,False,False,False,4,2,False,medium,email,vulnerable household debt; previous contact history needs review,low
benefits,signposting_to_district,Maldon,3,web_form,48,False,False,False,13,0,False,medium,web,resident in Maldon reports payment delayed,low
benefits,signposting_to_district,Harlow,11,contact_centre,24,False,True,False,5,2,True,high,phone,resident in Harlow reports eviction risk,high
benefits,evidence_request,Braintree,8,web_form,336,False,False,False,7,0,False,medium,web,resident in Braintree reports benefit calculation query,low
council_tax,payment_plan,Epping Forest,2,contact_centre,24,False,False,False,3,1,True,high,phone,payment plan case from contact centre,medium
